state,starred,map,name,message,climb_category,elevation_high,xoms,average_grade,private,elevation_profile,end_latlng,resource_state,activity_type,id,elevation_low,errors,hazardous,created_at,start_latlng,maximum_grade,athlete_count,effort_count,distance,local_legend,country,updated_at,city,total_elevation_gain,athlete_segment_stats,star_count
Idaho,False,"{'id': 's29479071', 'polyline': '{l{iGd}lcUDrAA`@BHPRLHp@HTFNRFN?n@TBb@N`@l@BTHLDPHLLF@FGp@?^FLH@LGNBTMl@SJAH@DFFb@?lBGhDDLPNLBZ`@DAFBDDBHBXBh@CLKn@Q^wApBo@b@QDIAoAPSHKXGFCL[r@ERJV@LOr@CnABNXJFZCZQPULW?s@RODONIAKFYBOFWAUFOEM?IMQ?IDe@CKIYC[I{@P_@LQOO@', 'resource_state': 3}",Punching Bushes For A Mile,,0,1962.5,"{'kom': '3:14', 'qom': '6:19', 'overall': '3:14', 'destination': {'href': 'strava://segments/29479071/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-9.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2AJJCXJMITLNZTMJRLHNW4RCUJN6JTZYZCI4665T3AHNIDA55ZBYBP5DLA67LDLFP3HQ2JYLUBAQ37H5DBDQ====,"[43.728905, -116.078466]",3,Ride,29479071,1842.6,,False,2021-08-13T00:36:38Z,"[43.727026, -116.070109]",23.0,31,36,1318.8,,United States,2021-08-13T00:36:39Z,Boise,8.4,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's27940846', 'polyline': 'oz~hG`raeUJ?DBZBp@STK`AgAr@eAfAiAb@UXKFIVGLGZCL@JCb@Uh@o@t@sAhAiBN[BQ?SI]a@q@SQc@w@EOIGUi@IImAIo@DSNOVG^i@nDWh@STWNYFOEe@Cg@@KBeA@g@C_@KkAGOJ]Di@@IBKFELE`@Cp@ArBMpB@t@C`@Op@?n@L\\^T`@AHCz@c@l@Bf@F', 'resource_state': 3}",Muirwood CCW,,0,821.0,"{'kom': '2:17', 'qom': '3:47', 'overall': '2:17', 'destination': {'href': 'strava://segments/27940846/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/R5Q5CG4T3OE4H4LHLHLBVXLB3TJ4NOCGROQH57YMI2PYVT2XVTDO5KM6TQLT5GXR65S3LUMOUGLCGPDBHHLF6===,"[43.580752, -116.339749]",3,Ride,27940846,814.7,,False,2021-04-08T22:36:06Z,"[43.580722, -116.339685]",2.4,13,58,1466.9,"{'athlete_id': 12218101, 'title': 'Marty Ford', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/12218101/4900195/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/27940846/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:26:02Z,Boise,6.2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
ID,False,"{'id': 's860867', 'polyline': 'a_kaHljtgUN_CDaBJoBAaBBqA?cBHeBRkAFw@AqA@g@Ag@@g@JaB^oBFi@Ni@Bq@XuAF_AJg@LsA\\{BFoCC{@@}@C{@K{@[sAMkAKc@Eu@@oACy@BiAEgBMkBIg@Uk@i@oBGe@SaAw@cBEIWOQOW]s@e@{Ay@s@y@_@WUU]k@OOqAy@cB{@SQq@WeCi@w@KYQOEuASkAe@}BmA[Go@Di@R]HyAP_@J[Te@Ng@`@[\\_AxAi@bA}@dCETG~@?jBDzAIp@KPOFUDWAKEIIGOGu@G[KYu@sASSUKUE{@IICKMCWBM`@o@Xy@B_@?a@CMI[OU]WQGc@KwAIc@GEEHS', 'resource_state': 3}",E Burma Rd Climb,,1,826.2,"{'kom': '7:57', 'qom': '9:38', 'overall': '7:57', 'destination': {'href': 'strava://segments/860867/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",5.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/QCEP2C3GUC5H2MPEAIQAT547Q5GO32IEBVIUPC4P5JM43VJGJSFKAORY6XA2ZNWLGPKXN4TPVTLP62PQ5ZEPA===,"[47.586261453107, -116.74444447271526]",3,Ride,860867,671.6,,False,2011-12-18T00:35:53Z,"[47.57505727931857, -116.7634257953614]",12.0,182,340,2968.32,,United States,2021-05-20T08:02:07Z,Harrison,154.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's12017048', 'polyline': 'i{cbH~}`hUAHCBQAUD[EUKs@BMM}ADo@Ha@Lk@\\_Az@kBnBe@\\e@Tg@Ji@DaE@', 'resource_state': 3}",Atlas Uphill,,0,678.3,"{'kom': '32s', 'qom': '1:00', 'overall': '32s', 'destination': {'href': 'strava://segments/12017048/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",2.4,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/U2HCBZY5QFZ6PQBTZ6JMGDS2KZE2QI4JBGIXAU22NR72CLK6VF7NI6ZZQZ5RAVSAOFGIRDSMJOQKY62M7RMZ4===,"[47.706985, -116.82947]",3,Ride,12017048,665.5,,False,2016-05-07T20:14:49Z,"[47.702451, -116.827997]",12.8,284,1495,538.8,"{'athlete_id': 4050965, 'title': 'Scott Rudy', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/4050965/1305969/8/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': None}, 'destination': 'strava://segments/12017048/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:17:49Z,Coeur d'Alene,12.8,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",5
ID,False,"{'id': 's822602', 'polyline': 'wpibHxgbgU`@?VEbAYr@Mf@?f@G`@@r@E^E`AExAOt@[tAe@r@Cj@Mz@@tAc@x@Kf@Af@Lh@\\|@t@`@VT^Bl@Ir@[t@c@^k@ZcAnB_@\\q@J_ABiArAa@@gA_@]JWj@LhCAx@a@dCAn@Q~AKj@Gl@CpCFr@DF`@Q^WV]|@{@XR@Na@vAe@nCFb@Rj@Td@b@tATd@j@x@XDJEb@aA^kB`@Ip@?f@BHLNh@R\\x@p@XBn@O^OPW\\Y^Wb@Mf@?d@RNd@I~AArAEr@Dn@LPlBZvAAl@HZb@Dl@E|AEjEGjBDv@L|@d@nAGNQk@QWI]Ku@Ce@M}@K{A_@yAKSUM[B[JWPYV}ArBQn@QXKZgAdBk@pAk@z@O`AKIIQo@P_@S_A@', 'resource_state': 3}",B Climb,,2,1066.8,"{'kom': '14:34', 'qom': '18:08', 'overall': '14:34', 'destination': {'href': 'strava://segments/822602/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",6.7,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RZSCGXEFMO5AD3GT54CGBYN5LYNY54FE3LASUD7KBSF5Q5BCOR6NUIEPR34O4YWWJ36FVABSRSXFSHRCVOL6W===,"[47.726119, -116.684073]",3,Ride,822602,840.3,,False,2011-11-11T07:43:39Z,"[47.731483, -116.670841]",13.9,49,137,3380.81,,United States,2021-05-15T02:11:41Z,Coeur D'Alene,226.598,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
Idaho,False,"{'id': 's9258031', 'polyline': 'kvyaH~whgUfAZ\\Nr@p@BS]qFCoBDe@HYROVCL@RHhA`ADHDV@LCPPlAHDHTRX^RP@dAKL@PNT\\JHLBHGFKBQ@kCUmBQy@MsA?QBSHQNU^a@T[Vi@Nc@F]Fg@C_@M[', 'resource_state': 3}",Borley Rd,,1,807.3,"{'kom': '3:06', 'qom': '5:25', 'overall': '3:06', 'destination': {'href': 'strava://segments/9258031/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",9.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/C7GXSMJKC3SPSTYUUMJEPYU5MGD5PBLRR6RNOAHWJWI7AHP7TCGGZLAUHDXZISVQEVVSNNH6T423TJOL4OTA====,"[47.647205, -116.700188]",3,Ride,9258031,725.4,,False,2015-04-14T14:36:14Z,"[47.650465, -116.704153]",23.7,46,140,902.6,,United States,2021-05-15T02:16:16Z,Coeur d'Alene,82.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's25890573', 'polyline': 'ku`iGhq`eU|D?jCCpJ?~HB~NCf@B', 'resource_state': 3}",Over to Muir NBL Sprint,,0,816.6,"{'kom': '1:02', 'qom': '1:15', 'overall': '1:02', 'destination': {'href': 'strava://segments/25890573/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/INM4FNSDEB6GS7CP2HP3VRZ7FB2KIJWC62XKACPF5BYO2FYIRPGFJHRKSBZ3HFFUQDEGZTKYVPEPKUBJ4AZZM===,"[43.582285, -116.334442]",3,Ride,25890573,814.3,,False,2020-09-29T03:27:05Z,"[43.590148, -116.334448]",1.2,537,4343,873.7,"{'athlete_id': 10146956, 'title': 'Andrew Weiler', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/10146956/8682157/4/large.jpg', 'effort_description': '13 efforts in the last 90 days', 'effort_count': '13', 'effort_counts': {'overall': '13 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/25890573/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:06:11Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
ID,False,"{'id': 's1817289', 'polyline': 'ylqbHvajgUvBSt@@r@Nl@Rd@\\Z^P\\`A`Cb@~@bChEVj@Tt@PvBXxBP|BFbCEvCSvAk@lAi@z@MpAFlGAzAWvA[`Ae@jA}@nC[h@_@`@s@f@WHmAJ_AEuAAk@Du@T[B[E[Kk@c@UWk@}@c@kAS_@UY]O]G_@BcA\\]RcA~@UL}Cl@mAJ[FoB|@cBr@e@Vc@XyC~B[XUh@Cp@Jl@x@`BLN`@Vb@@f@Ed@?v@B~@HdEr@dA^l@`@dAfAl@~@z@bAv@rAp@fB', 'resource_state': 3}",Waverly Loop,,0,752.1,"{'kom': '5:00', 'qom': '6:07', 'overall': '5:00', 'destination': {'href': 'strava://segments/1817289/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",1.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/X2YFXRQIQRF4RFAOYZQTXW2EIMIDU5FMSCRF47M2XRDAJWVU3YPVNN6ZM355V5V3PAG6FXPN3TQND3BOULS7M===,"[47.77376139893295, -116.72821289311372]",3,Ride,1817289,691.9,,False,2012-07-23T22:49:46Z,"[47.77181174006279, -116.71083572902916]",16.8,910,4939,2873.79,"{'athlete_id': 13657, 'title': 'Dustin Van Wyck', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/13657/16247511/1/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': None}, 'destination': 'strava://segments/1817289/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T08:02:45Z,Hayden,88.0121,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",19
ID,False,"{'id': 's5200611', 'polyline': 'wukiGbjqcUOUBEm@{@[QGAKBIKI[W_@OQe@a@o@IYKW@g@MQKg@Ei@M]E[Oi@e@iAc@WMWESIQEy@Di@ZWD]`@OJYJWBQLO?EBk@n@{@b@K^ILKFE@CDNHL@', 'resource_state': 3}",Gut Check,,1,1395.5,"{'kom': '3:17', 'qom': '4:35', 'overall': '3:17', 'destination': {'href': 'strava://segments/5200611/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",12.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ETMXU7XZVWS7JCBXGOVCA2NNJUKL65TYPHBQYDFCMRXE7GQO3B4J3EOZC57RQSDAPISF37BBB7CWSCNRBVQSE===,"[43.651922, -116.091913]",3,Ride,5200611,1307.5,,False,2013-08-20T18:56:45Z,"[43.646526, -116.092652]",26.5,3984,40891,727.7,"{'athlete_id': 22211150, 'title': 'Marc-Francois Bradley', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/22211150/6623963/3/large.jpg', 'effort_description': '13 efforts in the last 90 days', 'effort_count': '13', 'effort_counts': {'overall': '13 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/5200611/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:40Z,Boise,90.7,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",29
Idaho,False,"{'id': 's24206044', 'polyline': 'ss~hG|wpcU@a@Go@?WLm@Rg@BS?SAWIQUUQa@C_AEUSe@Cg@D}@HQNIREh@Hf@@~AOJEDOAOGI{@O}@_@', 'resource_state': 3}",Short Lucky Peak DH to creek crossing,,0,1155.7,"{'kom': '42s', 'qom': '49s', 'overall': '42s', 'destination': {'href': 'strava://segments/24206044/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-7.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/K4QWIEUHV423NKJJCL2UBT47QYVKZWIJETK5S47ZGCML5HLLDVXR32BRTQWIETKUYULR7CK2PAQ7URTXO3HOG===,"[43.579314, -116.086297]",3,Ride,24206044,1121.5,,False,2020-05-27T01:04:39Z,"[43.579625, -116.089746]",-1.6,1092,7148,474.0,"{'athlete_id': 91107507, 'title': 'Kuang-Ming Yap', 'profile': 'https://d3nn82uaxijpm6.cloudfront.net/assets/avatar/athlete/large-800a7033cc92b2a5548399e26b1ef42414dd1a9cb13b99454222d38d58fd28ef.png', 'effort_description': '10 efforts in the last 90 days', 'effort_count': '10', 'effort_counts': {'overall': '10 efforts', 'female': None}, 'destination': 'strava://segments/24206044/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:05:23Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",2
ID,False,"{'id': 's2181763', 'polyline': 'qu`iGpq`eUpBG~D@pCEbBAhM@hBB|FBvLCxABzB?b@D|BItB?nAC|C@f@Df@AtB@f@CdBB', 'resource_state': 3}",Coverdale Mile 6 South,,0,822.5,"{'kom': '2:10', 'qom': '2:28', 'overall': '2:10', 'destination': {'href': 'strava://segments/2181763/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2T46QR25DRIEZ73YT2PQDYU2Y7W7PU2YJRRESNRNKPNYJ576HB2HYPIJZ2LB7R6OERPRZFSBBQ73G3R2UCERW===,"[43.57576712970023, -116.33446144882248]",3,Ride,2181763,814.3,,False,2012-08-21T04:42:03Z,"[43.590176920447114, -116.33448206830428]",2.7,501,3619,1604.57,"{'athlete_id': 263389, 'title': 'Ty Ketlinski', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/263389/47324/7/large.jpg', 'effort_description': '4 efforts in the last 90 days', 'effort_count': '4', 'effort_counts': {'overall': '4 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/2181763/local_legend?categories%5B%5D=overall'}",United States,2021-05-17T08:04:03Z,Boise,7.18792,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
ID,False,"{'id': 's6972849', 'polyline': 'sgebHr}mhU@m@XoBLm@ZgA|@{FZiGNyDBcAGiAAoABe@H??u@HuB?_AEeADyGGsEBeAAwCN_H@mKA_CBeCGkEMgBAe@R{A?gBP{BAoAD}B', 'resource_state': 3}",ross-point climb,,0,660.8,"{'kom': '2:23', 'qom': '2:56', 'overall': '2:23', 'destination': {'href': 'strava://segments/6972849/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",1.8,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6AQPJWPGZ643B35IHT5BQ5O33WM77HOUKX5TVQRQRD53HBCIF6GJSJJTCVCCNG7Q64OW2XRY5TEP4COLT56A====,"[47.708412, -116.874088]",3,Ride,6972849,631.8,,False,2014-04-08T14:43:01Z,"[47.709549, -116.894499]",12.0,3594,13726,1546.6,"{'athlete_id': 56135669, 'title': 'Steve Fischetti', 'profile': 'https://d3nn82uaxijpm6.cloudfront.net/assets/avatar/athlete/large-800a7033cc92b2a5548399e26b1ef42414dd1a9cb13b99454222d38d58fd28ef.png', 'effort_description': '8 efforts in the last 90 days', 'effort_count': '8', 'effort_counts': {'overall': '8 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/6972849/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:03:31Z,Post Falls,33.4,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",22
ID,False,"{'id': 's4364158', 'polyline': 'qj|iGnsucUt@XtAZP@r@ThAC`Bn@xBpA|@Tv@`A\\JzAeANGj@Lr@`@|@v@f@Bn@R`@Rp@Hb@f@HPj@Z`@`@jArBx@l@hAXx@^`Dn@rBv@x@FdACbATHF^h@\\|@Jd@', 'resource_state': 3}",Dry Creek Connector,,0,1720.5,"{'kom': '1:42', 'qom': '2:44', 'overall': '1:42', 'destination': {'href': 'strava://segments/4364158/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-21.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RXJZTB6EDH7CY2IZBDUSYY6O23R3EIQZAW2YGPOUQ7FKEBJ6C7WPATAH4VGLBVTOIEDZNMFDTW33Z5FFSU5A====,"[43.72158, -116.119653]",3,Ride,4364158,1452.5,,False,2013-06-09T22:28:51Z,"[43.731778, -116.114634]",4.7,141,332,1272.6,"{'athlete_id': 281508, 'title': 'Greg Coy', 'profile': 'https://graph.facebook.com/10206840705647807/picture?height=256&width=256', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/4364158/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:03:06Z,Boise,5.2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",4
ID,False,"{'id': 's1049977', 'polyline': 'wemhGjytdUbPAvFDzF?tKB', 'resource_state': 3}",Slammer Finishing Climb,,0,900.4,"{'kom': '1:00', 'qom': '1:05', 'overall': '1:00', 'destination': {'href': 'strava://segments/1049977/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",2.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YGJI2VP6YLS5RVWPDHOAUDLTHYC5C2MSJLWIFH3QSKTOUJG3WCNTJYA5U2EUIJJZLWMLFQQHHPNAKM67MFTQG===,"[43.483096, -116.274334]",3,Ride,1049977,876.7,,False,2012-03-04T21:47:48Z,"[43.490361, -116.274299]",15.4,789,5405,808.695,"{'athlete_id': 583497, 'title': 'Todd Wong', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/583497/125405/8/large.jpg', 'effort_description': '4 efforts in the last 90 days', 'effort_count': '4', 'effort_counts': {'overall': '4 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/1049977/local_legend?categories%5B%5D=overall'}",United States,2021-05-17T08:03:50Z,Kuna,27.0963,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",7
Idaho,False,"{'id': 's9022327', 'polyline': 'mtdiGh`vcU}@y@MQ_@[g@i@c@[{A{AaA{@g@i@MWG_@AQH{CI{@UcBCWDYRy@Vs@Pu@DY@m@QoBk@wBMeAIc@uAmDG[Sc@YmAYeBq@wDW{BCiAQw@Oc@}@aAYG_Ag@e@Ge@BKDw@l@a@f@[n@Kj@e@rIKz@]|A', 'resource_state': 3}",Wild Horse Wall,,1,1256.2,"{'kom': '5:20', 'qom': '5:38', 'overall': '5:20', 'destination': {'href': 'strava://segments/9022327/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",7.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZQVQYJPIEIP7Y5QSNQAKLICXKEXHXRLTYAUDSOFHOR5YU7MYLGPEKO3PIRAVCXFDZW2B36A6VK3FK3WM5M45K===,"[43.616329, -116.108113]",3,Ride,9022327,1144.0,,False,2015-03-08T03:28:26Z,"[43.610471, -116.116684]",23.1,105,341,1548.2,"{'athlete_id': 57469043, 'title': 'Brett Troyer', 'profile': 'https://d3nn82uaxijpm6.cloudfront.net/assets/avatar/athlete/large-800a7033cc92b2a5548399e26b1ef42414dd1a9cb13b99454222d38d58fd28ef.png', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': None}, 'destination': 'strava://segments/9022327/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:03:10Z,Boise,112.2,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
Idaho,False,"{'id': 's10628130', 'polyline': '}fyiGb|ddUR\\\\TND\\?d@BPC^Qh@Sx@a@NCLAv@Rh@FPAPIx@Qd@CRGd@Wf@Mn@En@AT@p@J~@d@r@Ln@JTAX@zA^j@RpBRT?TEd@BRD', 'resource_state': 3}",Please please please don't clip a pedal,,0,1183.8,"{'kom': '56s', 'qom': '1:05', 'overall': '56s', 'destination': {'href': 'strava://segments/10628130/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-10.8,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HZKNKRBKCKYGNYOYNFYPR3UDOUZUE6Q54RM3PJVZW2XDBYJNNOGNOWL6YEPYM3KTK4V4D7VF35TWSKAVJKVE6===,"[43.708962, -116.19319]",3,Ride,10628130,1098.4,,False,2015-10-06T05:03:07Z,"[43.715838, -116.192817]",-0.4,4200,21454,794.2,"{'athlete_id': 7867572, 'title': 'Spencer Baucom', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/7867572/2394332/30/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/10628130/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:34Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",10
Idaho,False,"{'id': 's18213985', 'polyline': '}pohGjcncUu@l@}FRwCVqAPkAVwCXg@Li@Fk@RoB|@}Af@cAXcALU?yBBsAEcC@_BAgCOg@IcAYwBaAaA]q@I_AHS?SESKyA}@QI_@A', 'resource_state': 3}",Oregon Trail Spur DH,,0,1111.7,"{'kom': '1:38', 'qom': '3:39', 'overall': '1:38', 'destination': {'href': 'strava://segments/18213985/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-9.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/LSB677DX3ODHMWACNVWCRB5BPUC6QLLUDWBXCFJIIH4AL4UQLZQ6NKV2KJ7MFYVXVB4EVSYRAPIYJ4EPVBDA====,"[43.514582, -116.076715]",3,Ride,18213985,981.8,,False,2018-07-12T22:53:48Z,"[43.502391, -116.076214]",-2.2,85,179,1393.5,"{'athlete_id': 496166, 'title': 'PSYCHO -T', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/496166/115034/8/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/18213985/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:05:16Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",2
ID,False,"{'id': 's4099068', 'polyline': '{jwhG~yqcUi@j@o@~@s@zAc@hAe@`Be@pCShBE`AC|CZ|MLdI', 'resource_state': 3}",21 Bridge Southbound,,0,876.8,"{'kom': '43s', 'qom': '1:06', 'overall': '43s', 'destination': {'href': 'strava://segments/4099068/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",2.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JUJB5LABMCQTSGJCLWGJOL4XTD4TC6MDGW5GK6S3NFPEFKZB3V7TQPQAMHRF7LJU4DF572G53TJCO6PZFZXQ====,"[43.543591, -116.103455]",3,Ride,4099068,862.8,,False,2013-05-13T18:23:04Z,"[43.542386, -116.095192]",7.1,2672,31029,716.9,"{'athlete_id': 87303755, 'title': 'Jack Bernard', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/87303755/20893364/41/large.jpg', 'effort_description': '15 efforts in the last 90 days', 'effort_count': '15', 'effort_counts': {'overall': '15 efforts', 'female': '4 efforts'}, 'destination': 'strava://segments/4099068/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:30Z,Boise,14.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",16
Idaho,False,"{'id': 's10646810', 'polyline': 'yx{hGp}rcUn@xAJf@R`@LNBNITUTg@Hc@BOPWj@?dABj@T~@Z`ALf@@TCFKLE@WBaACWBMCk@BSE_@F{C?YAQGcAD[c@a@E_@WSIc@I{@[KI_B_Ae@_@MG', 'resource_state': 3}",Bill's Trail (Up),,1,996.7,"{'kom': '4:28', 'qom': '6:37', 'overall': '4:28', 'destination': {'href': 'strava://segments/10646810/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",10.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2S5H7PNP4OND5YBIR2JLFWP4S55I2BWABVLD3IDLFIXLAWPTXEJZOFHXIA2BDOYPRXA4QNIO536IFBEK3U6ZU===,"[43.569414, -116.102981]",3,Ride,10646810,911.3,,False,2015-10-08T23:33:58Z,"[43.565097, -116.100886]",23.5,33,212,853.4,"{'athlete_id': 73897771, 'title': 'Brian Campbell', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/73897771/19351547/5/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/10646810/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:35Z,Boise,89.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
